text,transformed_text,predicted_label
"love andra, updated trendy hotel perfect location, stayed andra times great experience, rooms updated clean spacious, staff friendly helpful, restaurant convenient choices food vacinity, prefer stay andra anytime seattle,  ",love andra updat trendi hotel perfect locat stay andra time great experi room updat clean spaciou staff friendli help restaur conveni choic food vacin prefer stay andra anytim seattl,0
"not quite title review basically sums recent stay andra, overall satisfied stay got deep discount left wondering listed small luxury hotels world.we lux king corner suite suite quite spacious quiet did restful sleep, beds/linens soft comfortable brought extra pillows requested, plenty storage suite 2 closets set drawers plus generously-sized night tables plus.however sofa disappointing cheap construction sagging middle fairly uncomfortable sit watch tv, armchair seriously needed recovering edges worn dirty frayed, suite overhaul soon noticed chipped paint plus chipped scratched furniture, carpets felt bit grimy overall feeling room cleaner.the bathroom small knew going having read past reviews, did not bother adequate shelves storage, like soaking tub forget, tub low overflow drain obviously designed hates baths, 5'2 not big maximum water level came lower abdomen, reclined trying soak water kept draining gave 5 minutes, shower pressure good tons hot water time day, face stockholm amenities delicious subtle white tea fragrance bottles size postage stamps cheap luxury hotel, staff happy send tiring request daily basis.the staff 20-30 somethings pleasant eager, feel not achieved luxury level service, simple request sent seattle times v. new york times like read local news, daily basis received new york times credit swiftly replaced seattle times request n't asking 4 days row, time asked desk person reconfirm reservation concierge left looked like handed dead fish, nitpicking expect maybe motel 6 v. luxury hotel, actually place andra slightly 3 star hotel not luxury level, staff accomodating pleasant room ok. stay got low rate not stay pay high season rate approx 480.00 felt service room not worth,  ",quit titl review basic sum recent stay andra overal satisfi stay got deep discount left wonder list small luxuri hotel lux king corner suit suit quit spaciou quiet rest sleep soft comfort brought extra pillow request plenti storag suit 2 closet set drawer plu night tabl sofa disappoint cheap construct sag middl fairli uncomfort sit watch tv armchair serious need recov edg worn dirti fray suit overhaul soon notic chip paint plu chip scratch furnitur carpet felt bit grimi overal feel room bathroom small knew go read past review bother adequ shelv storag like soak tub forget tub low overflow drain obvious design hate bath 5 2 big maximum water level came lower abdomen reclin tri soak water kept drain gave 5 minut shower pressur good ton hot water time day face stockholm amen delici subtl white tea fragranc bottl size postag stamp cheap luxuri hotel staff happi send tire request daili staff someth pleasant eager feel achiev luxuri level servic simpl request sent seattl time new york time like read local news daili basi receiv new york time credit swiftli replac seattl time request ask 4 day row time ask desk person reconfirm reserv concierg left look like hand dead fish nitpick expect mayb motel 6 luxuri hotel actual place andra slightli 3 star hotel luxuri level staff accomod pleasant room stay got low rate stay pay high season rate approx felt servic room worth,0
"okay amazing lost bags, stayed friend wedding, high expectations going hotel not impressed checked, rooms small cramped, bathrooms small, stayed sheraton seattle previous nights paid price far impressed accommodations sheraton better accommodations bigger rooms bigger bathrooms cleaner upscale.during checkout checked bags hotel lunch, came bags nobody able, ended having ask bellboy basement bags not ended finding locked random room basement, staff pretty worthless bags lost,  ",okay amaz lost bag stay friend wed high expect go hotel impress check room small cramp bathroom small stay sheraton seattl previou night paid price far impress accommod sheraton better accommod bigger room bigger bathroom cleaner checkout check bag hotel lunch came bag nobodi abl end ask bellboy basement bag end find lock random room basement staff pretti worthless bag lost,0
"favorite hotel work responsibilities taken seattle 4-6 times year years stayed hotel andra dozen times 2-5 nights stay, time period travel extensively domestically internationally favorite hotel, apart superb location seam downtown seattle bell town wonderful restaurants location not beat view non-convention style hotel contemporary furnishings comfortable beds efficient workspaces easy internet access excellent restaurants accessible lobby, breakfasts lola just outstanding assaggio terrific italian place dinner street excellent lunch dinner dahlia lounge, staff particularly friendly responsive happy accommodate reasonable requests favors, not news junkie really value fact ask presto free copy new york times including sunday, door morning,  ",favorit hotel work respons taken seattl time year year stay hotel andra dozen time night stay time period travel extens domest intern favorit hotel apart superb locat seam downtown seattl bell town wonder restaur locat beat view style hotel contemporari furnish comfort bed effici workspac easi internet access excel restaur access lobbi breakfast lola outstand assaggio terrif italian place dinner street excel lunch dinner dahlia loung staff particularli friendli respons happi accommod reason request favor news junki realli valu fact ask presto free copi new york time includ sunday door morn,1
"great stay, just returned home great stay andra, travelling single woman business like andra great safe location easily walk shopping restaurants business district, staff welcoming check-in acknowledged returned end work day, room comfortable showed attention, not hesitate stay,  ",great stay return home great stay andra travel singl woman busi like andra great safe locat easili walk shop restaur busi district staff welcom acknowledg return end work day room comfort show attent hesit stay,1
"loved andra, visited andra stayed nights, wonderful hotel feel special moment checked, older couple enjoy quiet atmosphere, lobby restaurant animated problem smelled delicious, greet door desk, room small did not request large room, bathroom perfect super comfortable bathtub, bed bedding wonderful, website check pillows, andra clean, not lot reasonably priced restaurants sight andra blocks away large shopping mall, andra did n't mention asked dining, fine early dinner avoid dark, definitely return thank making visit happy,  ",love andra visit andra stay night wonder hotel feel special moment check older coupl enjoy quiet atmospher lobbi restaur anim problem smell delici greet door desk room small request larg room bathroom perfect super comfort bathtub bed bed wonder websit check pillow andra clean lot reason price restaur sight andra block away larg shop mall andra mention ask dine fine earli dinner avoid dark definit return thank make visit happi,0
"great boutique hotel stayed hotel andra business trip october 2007. walking distance convention center prime shopping seattle, hotel not directly serviced downtown airporter shuttle airport downtown hotels hotel immediately door warwick stop walk 1/2 block andra, lovely boutique hotel appears recently remodeled, modern lobby cozy fireplace, desk staff helpful friendly, room spacious 2 queen beds sitting area bar area, decor modern ikea-esque, view neighboring construction site unfortunately interestingly really heard annoying sounds construction, pretty small bathroom compared hotels nice, frette towels face stockholm bath products, small business center 2 computers printers free charge, did n't use gym ca n't comment, pay daily rate in-room wireless, lots great eating options walking distance, restaurant lobby lola amazing, tom douglas establishment mediterranean theme definitely lived hype, tom douglas restaurant street dahlia lounge amazing donuts menu dessert served warm marscarpone cheese green apple butter, amazing, adjacent dahlia bakery great cup morning coffee pastry, overall definitely stay visiting seattle,  ",great boutiqu hotel stay hotel andra busi trip octob walk distanc convent center prime shop seattl hotel directli servic downtown airport shuttl airport downtown hotel hotel immedi door warwick stop walk block andra love boutiqu hotel appear recent remodel modern lobbi cozi fireplac desk staff help friendli room spaciou 2 queen bed sit area bar area decor modern view neighbor construct site unfortun interestingli realli heard annoy sound construct pretti small bathroom compar hotel nice frett towel face stockholm bath product small busi center 2 comput printer free charg use gym ca comment pay daili rate wireless lot great eat option walk distanc restaur lobbi lola amaz tom dougla establish mediterranean theme definit live hype tom dougla restaur street dahlia loung amaz donut menu dessert serv warm marscarpon chees green appl butter amaz adjac dahlia bakeri great cup morn coffe pastri overal definit stay visit seattl,0
"pretty good funky nice property booked weekend luxury link included gift cards food restaurant downstairs champagne chocolate strawberries.the rooms nice, quite spacious beautiful linens, frette towels face stockholm toiletries, gave 4* thought service ok not spectacular, nothing wrong not particularly friendly helpful hotel costs 200 night.the restaurant downstairs good busy locals, tom douglas pizza restaurant fabulous, block 2 away, im not sure open stayed andra subsequently visited restaurant great easy walk central shopping area 5 blocks pike place market, walked seahawks game, block 2 felt bit uneasy dark homeless people doorways fine, probably n't walk female, nice weekend lovely intimate hotel,  ",pretti good funki nice properti book weekend luxuri link includ gift card food restaur downstair champagn chocol room nice quit spaciou beauti linen frett towel face stockholm toiletri gave 4 thought servic ok spectacular noth wrong particularli friendli help hotel cost 200 restaur downstair good busi local tom dougla pizza restaur fabul block 2 away im sure open stay andra subsequ visit restaur great easi walk central shop area 5 block pike place market walk seahawk game block 2 felt bit uneasi dark homeless peopl doorway fine probabl walk femal nice weekend love intim hotel,0
"nice hotel nice location stayed hotel andra night quick stop seattle start family vacation, nice clean hotel exceptional service, rooms bed comfortable exception airconditioning bit noisy, bathroom small clean, stay travelling kids longer stay definately rooms,  ",nice hotel nice locat stay hotel andra night quick stop seattl start famili vacat nice clean hotel except servic room bed comfort except aircondit bit noisi bathroom small clean stay travel kid longer stay defin room,1
"great hotel avoid t-mobile hotspot hotel great stayed, friendly staff great location rooms really nice large, downside t-mobile hotspot drastically overcharged acted like doing favor rebating 1/2 overcharged pay double, advice use wired internet hotel run hotel not t-mobile,  ",great hotel avoid hotspot hotel great stay friendli staff great locat room realli nice larg downsid hotspot drastic overcharg act like favor rebat overcharg pay doubl advic use wire internet hotel run hotel,0
"fine hotel pretty good best thing size rooms really spacious separate large closet area kitchenette area, right heart downtown walk pretty centre/capitol hill, reception staff little bit snippish nothing bad, hotel restaurant ca n't remember right lobby served good breakfast staff v friendly helpful, experience good,  ",fine hotel pretti good best thing size room realli spaciou separ larg closet area kitchenett area right heart downtown walk pretti hill recept staff littl bit snippish noth bad hotel restaur ca rememb right lobbi serv good breakfast staff v friendli help experi good,0
"comfortable great personal service hotel lovely oasis peace calm, service competent not overbearing, upgraded suite n't know loved having extra sitting room, decor uncluttered warm inviting bathroom actually place stuff, sunday morning lobby inviting fireplace burning lovely ambience spite modern/industrial decor,  ",comfort great person servic hotel love oasi peac calm servic compet overbear upgrad suit know love extra sit room decor unclutt warm invit bathroom actual place stuff sunday morn lobbi invit fireplac burn love ambienc spite decor,0
"excellent stay great hotel great staff stayed hotel andra 4 nights negative point noisy a/c unit, rest terrific great room great staff especialy valet/doormen, n't forget eat lola, not food exceptional service flawless,  ",excel stay great hotel great staff stay hotel andra 4 night neg point noisi unit rest terrif great room great staff especiali forget eat lola food except servic flawless,0
"great location just far away crowds waterfront close walk great restaurants local attractions, time booking rooms 2 queen beds available, arrival asked king room, upgraded accommodate bed type, rooms spacious small bathrooms okay area getting dressed drying hair, stayed 2 nights booked night return trip, received upgrade, staff helpful onsite restaurants good,  ",great locat far away crowd waterfront close walk great restaur local attract time book room 2 queen bed avail arriv ask king room upgrad accommod bed type room spaciou small bathroom okay area get dress dri hair stay 2 night book night return trip receiv upgrad staff help onsit restaur good,0
"comfortable stay hotel andra just returned home business trip ended nights hotel andra, booked andra suite just right size, loved walk closet nice bags flipped open room, couch super comfy watching tv end day, touches liked length dressing mirror ca n't beat comfortable bed, bathroom tiny despite modern upgrades dated water shower got hot prefer, not missed restaurant downstairs, ate 3 times delicious especially order donuts mascarpone cheese, bar makes great drinks,  ",comfort stay hotel andra return home busi trip end night hotel andra book andra suit right size love walk closet nice bag flip open room couch super comfi watch tv end day touch like length dress mirror ca beat comfort bed bathroom tini despit modern upgrad date water shower got hot prefer miss restaur downstair ate 3 time delici especi order donut mascarpon chees bar make great drink,0
"good service great beds over-priced stayed hotel andra nights, staff helpful stay, place beautifully decorated rooms average size, place quite clean, bed wonderful, usually terrible night sleep hotel great sleep nights row, did not hotel noisy husband did, did hotel bit priced got, billed small luxury hotel really did n't different decor, location great walked hotel, breakfast lola adjoining restaurant excellent, doughnuts, raving, overall enjoyed stay time stay expensive,  ",good servic great bed stay hotel andra night staff help stay place beauti decor room averag size place quit clean bed wonder usual terribl night sleep hotel great sleep night row hotel noisi husband hotel bit price got bill small luxuri hotel realli differ decor locat great walk hotel breakfast lola adjoin restaur excel doughnut rave overal enjoy stay time stay expens,0
"poor service good reviews andra gets makes wonder stayed place.my wife spent nights honeymoon seattle andra, wish days trip did n't anti-climax.having read previous bad review hotel contacted andra advance reserve room high floor away elevators soundproofing non-existent.what room did, lower floor opposite elevator, willing away elevator floor.our package included champagne truffles arrival, truffles did n't arrive final night complaints desk.i handed item clothing laundered, came ruined.overall andra great looking hotel marks poor service.the saving grace adjacent lola restaurant serves great food,  ",poor servic good review andra get make wonder stay wife spent night honeymoon seattl andra wish day trip read previou bad review hotel contact andra advanc reserv room high floor away elev soundproof room lower floor opposit elev will away elev packag includ champagn truffl arriv truffl arriv final night complaint hand item cloth launder came andra great look hotel mark poor save grace adjac lola restaur serv great food,0
"glad chose andra truly minute booking morning day arrived san francisco portland, stayed night traveling victoria bc andra charming worthy praise gotten, valet/door attendant little slow service door haphazard day desk friendly helpful not, did great seattle map given tourists questions things located, decor comfortable touches nyc chic.we got studio king bed couch far end large room sliver puget sound window room reminded nyc high end studio apartment modern spotlessly clean right fantastic frette linens bed outstandingly comfortable tiny nicely appointed bathroom, bathroom really tiny no place store hold toiletries important great soaps toiletries bedroom tv terrific sized flat screen view bed couch, did n't eat bar restaurant nightlife definitely evident ate anthony waterfront night great definitely try hotel restaurant time.so close downtown area quick walk seaport shopping n't think reason not return time,  ",glad chose andra truli minut book morn day arriv san francisco portland stay night travel victoria bc andra charm worthi prais gotten attend littl slow servic door haphazard day desk friendli help great seattl map given tourist question thing locat decor comfort touch nyc got studio king bed couch far end larg room sliver puget sound window room remind nyc high end studio apart modern spotlessli clean right fantast frett linen bed outstandingli comfort tini nice appoint bathroom bathroom realli tini place store hold toiletri import great soap toiletri bedroom tv terrif size flat screen view bed couch eat bar restaur nightlif definit evid ate anthoni waterfront night great definit tri hotel restaur close downtown area quick walk seaport shop think reason return time,0
"not world class hotel chose hotel trip girlfriend listed small luxury hotels world registry, disappointed hotels listed slhw perfect way hotel andra truly average, fine average, stayed 5 nights, rooms fine not luxurious, bathroom tiny, problems no works age 25. really need seasoned professional concierge knows doing, just example check early morning departure pay reasonable hefty 5 nights turning away ask desk clerk map airport, proceeds argue need map easy airport downtown seattle, finally says guess print mapquest, no-brainer,  ",world class hotel chose hotel trip girlfriend list small luxuri hotel world registri disappoint hotel list slhw perfect way hotel andra truli averag fine averag stay 5 night room fine luxuri bathroom tini problem work age realli need season profession concierg know exampl check earli morn departur pay reason hefti 5 night turn away ask desk clerk map airport proce argu need map easi airport downtown seattl final say guess print mapquest,0
"super place stay, treat book andra business trip, spell bad luck finding good hotels recent previous trips pleasure stay spacious clean quiet hotel friendly professional staff, especially liked wonderfully comfortable bed cool bathroom, guys manning door helpful cute, loved modern decor interior, pleased hotel centrally located shopping dinning seattle downtown district waterfront, picky clean freak likes nice things fully recommend andra hesitation,  ",super place stay treat book andra busi trip spell bad luck find good hotel recent previou trip pleasur stay spaciou clean quiet hotel friendli profession staff especi like wonder comfort bed cool bathroom guy man door help cute love modern decor interior pleas hotel central locat shop din seattl downtown district waterfront picki clean freak like nice thing fulli recommend andra hesit,1
"seattle gem, great updated historic hotel great hotel great location, walk pike market space needle monorail waterfront shopping bars restaurants no time flat, hotel does not amenities luxury hotels in-house spa pool lot character style old luxury hotels like drake chicago, unlike reviews hotel staff extremely friendly helpful maybe management responded negative feedback, complaints street noise weekday commute hours windows need better insulation room keys kept demagnetizing, suite spacious comfortable, fact slept comfortable cozy bed, bathroom small cute art deco-like, decor general new ikea inspired, valet parking quick efficient friendly asked needed directions, highly recommend lola located lobby breakfast nightcap, absolutely no onion smell, definitely stay,  ",seattl gem great updat histor hotel great hotel great locat walk pike market space needl monorail waterfront shop bar restaur time flat hotel amen luxuri hotel spa pool lot charact style old luxuri hotel like drake chicago unlik review hotel staff extrem friendli help mayb manag respond neg feedback complaint street nois weekday commut hour window need better insul room key kept demagnet suit spaciou comfort fact slept comfort cozi bed bathroom small cute art decor gener new ikea inspir valet park quick effici friendli ask need direct highli recommend lola locat lobbi breakfast nightcap absolut onion smell definit stay,0
"make reservation, wo n't disappointed, news conde nast traveler magazine recently listed hotel andra hot hotel 2005 really intrigued friend planned wedding seattle announced booked rooms immediately directly hotel using fax number website, hotel lobby bar rooms decorated hip modern welcoming scandanavian style, bar/restaurant happening place spilling lobby night stylish young people drinking talking, quiet no boorish behavior, party booked suite 299/night double 159/night, suites separate rooms advertized n't expect lot privacy door rooms louvered, group family merely good friends adequate degree separateness, rooms comfortable size clean well-furnished noticeable wear tear bathrooms bit small, beds super-comfortable guests provided great number spa-type towels, flat-screen tv rooms, business center small desk-top printer did not work stay, online e-mail free desktop lobby use guests, entire hotel wi-fi 10.00 day, say real estate best hotel location location location, blocks major shopping blocks pike place market great restaurants walking, ralph corner 40 yards away airporter connector bus 17 roundtrip compared 56 taxi picks drops 30 minutes, monorail space needle experience music project blocks away, recommend hotel andra reservation maybe reservation, make time heading seattle,  ",make reserv wo disappoint news cond nast travel magazin recent list hotel andra hot hotel 2005 realli intrigu friend plan wed seattl announc book room immedi directli hotel use fax number websit hotel lobbi bar room decor hip modern welcom scandanavian style happen place spill lobbi night stylish young peopl drink talk quiet boorish behavior parti book suit doubl suit separ room advert expect lot privaci door room louver group famili mere good friend adequ degre separ room comfort size clean notic wear tear bathroom bit small bed guest provid great number towel tv room busi center small printer work stay onlin free desktop lobbi use guest entir hotel day say real estat best hotel locat locat locat block major shop block pike place market great restaur walk ralph corner 40 yard away airport connector bu 17 roundtrip compar 56 taxi pick drop 30 minut monorail space needl experi music project block away recommend hotel andra reserv mayb reserv make time head seattl,0
"andra recovers near miss chose andra birthday-weekend getaway serene modern upscale atmosphere special different, sadly disappointed roof construction noise woke 7 holiday morning, staff courteous immediately moved different floor upgraded room left feeling uncertainty, let happen, uncertainty totally erased got wonderful return letter administration stating construction crew broken contract hours work, sent hotel luscious robes soften blow, certainly try based great response got,  ",andra recov near miss chose andra getaway seren modern upscal atmospher special differ sadli disappoint roof construct nois woke 7 holiday morn staff courteou immedi move differ floor upgrad room left feel uncertainti let happen uncertainti total eras got wonder return letter administr state construct crew broken contract hour work sent hotel lusciou robe soften blow certainli tri base great respons got,0
"hoped location andra ca n't beat, walking nearly sight seattle breeze, strain compare boutique hotel visited west coast, amenities lackluster weightroom like afterthought staff astoundingly incompetent insincere, know nothing property city management hiding alcove desk, overall money burn looking staff challenge patience not disappointed, wether equals happy stay location,  ",hope locat andra ca beat walk nearli sight seattl breez strain compar boutiqu hotel visit west coast amen lacklust weightroom like afterthought staff astoundingli incompet insincer know noth properti citi manag hide alcov desk overal money burn look staff challeng patienc disappoint wether equal happi stay locat,1
"model modern hotel andra suite large bright attractively furnished, art deco modern touches, saw room large flat screen tv wall.and bed comfortable, negative room closet larger.the hotel well-located blocks pike place market nordstrom macy's.the hotel convenient news stand/gift shop plenty stores nearby, did n't concierge did n't matter guests.we definitely stay,  ",model modern hotel andra suit larg bright attract furnish art deco modern touch saw room larg flat screen tv bed comfort neg room closet hotel block pike place market nordstrom hotel conveni news shop plenti store nearbi concierg matter definit stay,0
"checked tripadvisor place terrible just reviewers tripadvisor indicates, couple reviews looks like written hotel staff exact opposite real experience.from low quality toiletries inconsistent house keeping property rated 3 star, attempts property unique look succeeds making gag incredibly poor taste decorated, like big joke you.the hotel noisy rooms tiny decor ugly staff average isolated rest seattle view overrated nearby train noisy room stinky, lounge expensive 10 drinks good view absolutely no character, experiencing boring lounge decided not bother restaurant instead cabbed city food.i recommend using tripadvisor pick 4 star hotel instead foolish like pay consequences, fact probably pick highly rated 3 star hotel fare times better did,  ",check tripadvisor place terribl review tripadvisor indic coupl review look like written hotel staff exact opposit real low qualiti toiletri inconsist hous keep properti rate 3 star attempt properti uniqu look succe make gag incred poor tast decor like big joke hotel noisi room tini decor ugli staff averag isol rest seattl view overr nearbi train noisi room stinki loung expens 10 drink good view absolut charact experienc bore loung decid bother restaur instead cab citi recommend use tripadvisor pick 4 star hotel instead foolish like pay consequ fact probabl pick highli rate 3 star hotel fare time better,0
"nice rate bed did n't really problem property, booked hotwire 118, showed upgraded room queen sized bed king sized bed, bed good quality, view water great.the decor definitely inspired great outdoors totally fine 2-night stay, meetings downtown just couple nice 20-minute walk needed, bed comfortable bathroom nice decent-sized, bathroom amenities n't great quality however.comparisons hotels unfair opinion, yes nice room downtown seattle spend 2-3 times, business owner like travel expenses deducted line edgewater great find.the biggest sour note second night room occupied drunk threesome came room 2 proceeded talk loudly hours,  ",nice rate bed realli problem properti book hotwir 118 show upgrad room queen size bed king size bed bed good qualiti view water decor definit inspir great outdoor total fine stay meet downtown coupl nice walk need bed comfort bathroom nice bathroom amen great qualiti hotel unfair opinion ye nice room downtown seattl spend time busi owner like travel expens deduct line edgewat great biggest sour note second night room occupi drunk threesom came room 2 proceed talk loudli hour,0
"overpriced not great disappointing property, setting stilts hanging water fabulous ends.the decor odd incongruous impressions seattle, log cabin-ish better suited ski lodge vermont colorado, requested water-facing room check-in told cost 50 dollars paid, having forked 300 dollars night declined took city facing room, irritating colleague booked room rate agent checked right behund got water facing room no extra charge asking notwithstanding odd decor hotel looks tired worn, room abysmally small amazed american travellers accept rooms size knowing spacious hotels general, not large person not problem typically smaller rooms finds eurpoean continent, barely space double bed sharing felt claustrophobic, city-facing rooms railway line busy level crossing clanging bell time train passes, happens day night, rooms need twice size sound-proofed, 3 nights trot chaicago seattle san francisco far worst value 3 cities, lot better price seattle,  ",overpr great disappoint properti set stilt hang water fabul decor odd incongru impress seattl log better suit ski lodg vermont colorado request room told cost 50 dollar paid fork 300 dollar night declin took citi face room irrit colleagu book room rate agent check right behund got water face room extra charg ask notwithstand odd decor hotel look tire worn room abysm small amaz american travel accept room size know spaciou hotel gener larg person problem typic smaller room find eurpoean contin bare space doubl bed share felt claustrophob room railway line busi level cross clang bell time train pass happen day night room need twice size 3 night trot chaicago seattl san francisco far worst valu 3 citi lot better price seattl,0
"cozy lodge like reviewers site boyfriend ended edgewater bidding 4-star hotel seattle, really enjoyed stay, room small well-appointed comfortable linen cozy fireplace cute teddy-bear bed wonderful bathroom spa toiletries rainfall shower-head, possible room overlooking harbor view breathtaking best hotel, location great famous landmarks seattle walking distance, thing watch cosly parking fee comes 32/night overnight parking plus tip, said definelty stay sans rental car,  ",cozi lodg like review site boyfriend end edgewat bid hotel seattl realli enjoy stay room small comfort linen cozi fireplac cute bed wonder bathroom spa toiletri rainfal possibl room overlook harbor view breathtak best hotel locat great famou landmark seattl walk distanc thing watch cosli park fee come overnight park plu tip said definelti stay san rental car,0
"terrible accomodations ruined impression seattle decided stay hotel hearing work colleague great place stay waterfront seattle, booking stay checked website, talk misleading pictures, got hotel sunday afternoon checked immediately disappointed got hotel hallway room, dirty reminded old college dormitory, hotel room did not overlook water train tracks small clean no drawers clothing no desk work, additionally hotel loaded folks spent weekend hemp fest, not recommend fooled website, heard lady met town dinner highly recommends inn black market alexis wish met earlier think different seattle experience, time, n't waste money edgewater,  ",terribl accomod ruin impress seattl decid stay hotel hear work colleagu great place stay waterfront seattl book stay check websit talk mislead pictur got hotel sunday afternoon check immedi disappoint got hotel hallway room dirti remind old colleg dormitori hotel room overlook water train track small clean drawer cloth desk work addit hotel load folk spent weekend hemp fest recommend fool websit heard ladi met town dinner highli recommend inn black market alexi wish met earlier think differ seattl experi time wast money edgewat,0
"waterview room balcony worth money, husband stayed edgewater recent visit seattle, booked room travel agent not sure expect, outside hotel not look room stayed spectacular, wow view, waterfront room private balcony overlooking elliott bay, heard occasional seagulls, evening sunsets breathtaking, sailboats cargo boats tugboats cruising bay, view olympic mountains downtown seattle, dont know rooms perfect, note like add day appeared commons areas hotel little dirty maybe high occupancy day clean tidy,  ",waterview room balconi worth money husband stay edgewat recent visit seattl book room travel agent sure expect outsid hotel look room stay spectacular wow view waterfront room privat balconi overlook elliott bay heard occasion seagul even sunset breathtak sailboat cargo boat tugboat cruis bay view olymp mountain downtown seattl dont know room perfect note like add day appear common area hotel littl dirti mayb high occup day clean tidi,0
"come, husband visited seattle time dec. 2006. celebrating 1st anniversary amazing time, edgewater perfect, staff best experienced, hotel runs shuttles town hour day n't want walk just head downstairs hour, did tip driver loved doing great information reservations local restaurant taking shopping just called hotel gave info, enjoyed walking nearby restaurants enjoyed walk pike market n't recommend walking older folks fairly good distance n't great shape pleasant walk, waterfront room 1st floor interesting winter, waves crashing right basically loved, probably moved higher did n't enjoy crashing waves asked, stay problem tv, minutes repair man fixing bought movie inconvenience.the ambiance wonderful winter stay, loved entrance huge fireplace really loved rooms.i 100 recommend hotel visiting seattle,  ",come husband visit seattl time celebr 1st anniversari amaz time edgewat perfect staff best experienc hotel run shuttl town hour day want walk head downstair hour tip driver love great inform reserv local restaur take shop call hotel gave info enjoy walk nearbi restaur enjoy walk pike market recommend walk older folk fairli good distanc great shape pleasant walk waterfront room 1st floor interest winter wave crash right basic love probabl move higher enjoy crash wave ask stay problem tv minut repair man fix bought movi ambianc wonder winter stay love entranc huge fireplac realli love 100 recommend hotel visit seattl,0
"priceline deal stayed 2 nights visiting family, booked priceline reading online reviews somewhat pleased stay, book priceline 2 twin beds barely long 6ft heating dificult operate, fireplace nice, parking 28/day pretty steap hard offsite parking, moring told upgrade king bed water room extra 50 night, did better room, great view larger bed, just away cruise terminal door alaskian cruiseship view day, stayed seattle sheraton following night 180 priceline liked hotel better,  ",pricelin deal stay 2 night visit famili book pricelin read onlin review somewhat pleas stay book pricelin 2 twin bed bare long 6ft heat dificult oper fireplac nice park pretti steap hard offsit park more told upgrad king bed water room extra 50 night better room great view larger bed away cruis termin door alaskian cruiseship view day stay seattl sheraton follow night 180 pricelin like hotel better,0
"not family place family wanted spend couple days seattle, children ages 4 9. seen ocean wanted stay water, stayed room like, room 3 times price 5 hotels stayed vacation far tiniest, hidden costs annoying, fireplace looked nice n't control temperature room, husband slipped bar night drink kids went sleep, female bartender pleasant helpful, bellman people place time day unless wallets, definitely did not feel hotel worth money,  ",famili place famili want spend coupl day seattl children age 4 seen ocean want stay water stay room like room 3 time price 5 hotel stay vacat far tiniest hidden cost annoy fireplac look nice control temperatur room husband slip bar night drink kid went sleep femal bartend pleasant help bellman peopl place time day unless wallet definit feel hotel worth money,0
"impressed entranced edgewater great location close excellent restaurants newly remodeled elliot fantatstic beautiful walking/jogging waterfront park door.great service bellman offered shuttle restaurants car arrived fast desk moved rooms quickly bit noisy fog horn/train bellman got cup hot tea morning no charge waiting jogging partner, helpful wanting please.the room fantastic all-new bathroom slate floors shower big claw foot tub shoji screens sit bath look water flip-on fireplace furry footrest comfy chairs good size desk adequate plugs wifi 7/hr 10/day amenities room iron/board coffee maker hairdryer lighted makeup mirror high quality towels bedding shampoo, bar/restaurants gorgeous water great meeting place business pleasure.the price wow just 149/night hotwire.the smell, lookout moldy smell tripadvisor reviews none.only complaints exercise room small 3 4 cardio machines, accessible 24 hours,  ",impress entranc edgewat great locat close excel restaur newli remodel elliot fantatst beauti waterfront park servic bellman offer shuttl restaur car arriv fast desk move room quickli bit noisi fog bellman got cup hot tea morn charg wait jog partner help want room fantast bathroom slate floor shower big claw foot tub shoji screen sit bath look water fireplac furri footrest comfi chair good size desk adequ plug wifi amen room coffe maker hairdryer light makeup mirror high qualiti towel bed shampoo gorgeou water great meet place busi price wow smell lookout moldi smell tripadvisor review complaint exercis room small 3 4 cardio machin access 24 hour,0
"cosy lodge hotel location right water place, regretably renovation work waterside facia meant comfy lounge area open sofa windows sheeted stayed early november 07, views obtained cosy modern bar area.the hotel lodge style modern trendy bar restaurant despite opposites actually attract.on arrival expense valet parking eased large pit, service hotel great especially concierge knew stuff.we upgraded waterfront room deal hotel, room small maybe crammed furniture big lounge chairs small desk chair just appeared way.the theme sitting cosy fireplace gas fired log easily controlled, great just sit robe glass wine enjoy sea view not sure ambience overlooking car park noisy main road glad upgraded.the bathroom large walk-in stoned-tiled shower great toiletries, fantastic shower water pressure refresh dead.room service poor food arrived cooked not appetising, additionally lobby areas looking little worn tired room viewed critical eye.very enjoyable not far main city shops albeit 5cab ride ideally necessary.would recommend hotel want relaxing stay cosy room make use hotel views,  ",cosi lodg hotel locat right water place regret renov work watersid facia meant comfi loung area open sofa window sheet stay earli novemb 07 view obtain cosi modern bar hotel lodg style modern trendi bar restaur despit opposit actual arriv expens valet park eas larg pit servic hotel great especi concierg knew upgrad waterfront room deal hotel room small mayb cram furnitur big loung chair small desk chair appear theme sit cosi fireplac ga fire log easili control great sit robe glass wine enjoy sea view sure ambienc overlook car park noisi main road glad bathroom larg shower great toiletri fantast shower water pressur refresh servic poor food arriv cook appetis addit lobbi area look littl worn tire room view critic enjoy far main citi shop albeit 5cab ride ideal recommend hotel want relax stay cosi room make use hotel view,0
"fabulous hotel seattle fantastic hotel pricey, hotel water downtown seattle worth price, restaurant view spectacular- cant beat, rooms nice nothing spectacular, staff accomodating friendly.great location, close infamous pike place market,  ",fabul hotel seattl fantast hotel pricey hotel water downtown seattl worth price restaur view cant beat room nice noth spectacular staff accomod locat close infam pike place market,0
